reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,appId
4330b022-2c63-4d3a-a96a-974e00d7fa0d,Kiran mg Kiran mg,https://play-lh.googleusercontent.com/a-/ALV-UjWktLnFM10z411iXxqaDSvY75vYuYfk-9cC2D0S3np2nUsAFXU,super,5,0,1.0.0,2025-09-16 18:09:17,,,1.0.0,com.kompanion.glowin.android
0c5a8dbc-24cb-44a5-b382-340a13a51a7f,DILESHWAR NAIK,https://play-lh.googleusercontent.com/a/ACg8ocLtvafdg0uabzrHe8Y1D3vPS-On8sBWOS5dyeDHJd6UeDPcfgk0=mo,good,5,0,1.0.0,2025-09-16 17:30:50,,,1.0.0,com.kompanion.glowin.android
392417e0-7a53-4e38-b73f-9392e2f58ae0,Salman Khan,https://play-lh.googleusercontent.com/a-/ALV-UjX5xeoFjg3FqSUrhxxxpYC-czIHrKy610-nody4wWD-XYXckYBx,awesome,5,0,1.0.0,2025-09-16 17:09:08,,,1.0.0,com.kompanion.glowin.android
9e837145-6590-4c83-99d6-52a6c0262419,Giridhar rameshkumar,https://play-lh.googleusercontent.com/a/ACg8ocJaNCI3l08LLbKKs9OMqJmIp0KTIwfilwKBKY2KWB6d68SYYA=mo,not bad,1,1,1.0.0,2025-09-16 15:41:07,,,1.0.0,com.kompanion.glowin.android
69f113ed-eeef-44dd-9bb3-7dc8191660c7,Anuk Thomas,https://play-lh.googleusercontent.com/a/ACg8ocI88gOKDeeXfWjQpfWPnUx3w-HZiXmGqDWlRVovTE5O6nl-7Q=mo,good,5,0,1.0.0,2025-09-16 15:10:38,,,1.0.0,com.kompanion.glowin.android
d12595ed-6059-4e5c-b650-5f91c61df090,Shivarth Gupta,https://play-lh.googleusercontent.com/a/ACg8ocL0l5M1XvzDnemPbdE5fizF7TTKvVIwBA-5bhulzjOsOyMi4Q=mo,good,5,0,1.0.0,2025-09-16 14:17:08,,,1.0.0,com.kompanion.glowin.android
2dda36b7-a1e3-4584-ba2b-586084012108,GreenFlashAtSunsetッ,https://play-lh.googleusercontent.com/a-/ALV-UjVVVg1T_-yprBzg2Vrv-hJK11TOUDpmKdbIoAV2O9tXrhtTXBE,The setup and the splash screens and the introduction questions and tutorials all leading up to the payment for premium were so annoying it made me want to tear my hair out. and there are all these banners and popups forcing me to get premium when i hadn't even got the chance to explore the app yet because it's so cluttered,1,24,1.0.0,2025-09-16 12:06:25,,,1.0.0,com.kompanion.glowin.android
c96e2248-cad9-4647-8287-19831a14eca8,Varsha Katrodiya,https://play-lh.googleusercontent.com/a/ACg8ocIy_6BNV2eHuyG03fNiUUw_RuLsZMX8EbvWiRMISchobOPtxA=mo,good,5,0,1.0.0,2025-09-16 09:01:55,,,1.0.0,com.kompanion.glowin.android
4e82c763-b2aa-41d3-9dea-bca7d4bb380a,Raviraj S,https://play-lh.googleusercontent.com/a/ACg8ocLf0d8Pso2q0dyEK2QCG8ROTV1_swnt_p6Fwn96OAJf4mV73hU=mo,ok,5,0,1.0.0,2025-09-16 06:38:21,,,1.0.0,com.kompanion.glowin.android
24afa90b-280a-4987-936b-169e17ed22e0,Ellyss Rance,https://play-lh.googleusercontent.com/a/ACg8ocKQn64iz_UDhUVtpObVrYJJppBBH1iMhAFgzYR-kzXgZsMwXA=mo,ye it really work on m£,5,1,1.0.0,2025-09-16 04:53:18,,,1.0.0,com.kompanion.glowin.android
6e138b16-029e-4476-a7a1-4fe467fe61f5,Sivaji “Sidhaji Rao” Rao,https://play-lh.googleusercontent.com/a-/ALV-UjVJhZqpeW57-xI9Gbj0Zdmm_YmReM5KhAaKxiS-x5ED-U85zlBW,😃😃,5,0,1.0.0,2025-09-16 01:46:20,,,1.0.0,com.kompanion.glowin.android
3460fd4f-ceed-40e4-863e-51d37e836870,Aniket Salunkhe,https://play-lh.googleusercontent.com/a-/ALV-UjVgbo3o_T4Bt9jBCB9lq_LbxiXn9q4WeLBC4XDYHJBHlHeIszsC,so निषेध,5,0,,2025-09-16 01:05:23,,,,com.kompanion.glowin.android
00dcc246-3b6c-44db-9d1c-b3c93e4b83f5,Sofi Khan,https://play-lh.googleusercontent.com/a-/ALV-UjX2xtYurWc_RvqlPAfUFfQQJCyYd85XCNYHRh51b42Yfv8MVlM,good,5,0,1.0.0,2025-09-15 23:45:13,,,1.0.0,com.kompanion.glowin.android
0f5ade75-b592-4431-8cd7-61e2eee8fac6,Roshni Arjariya,https://play-lh.googleusercontent.com/a/ACg8ocJGlRx94nYLHXGsLnCa34Zkxyk1H08d9pa2unGl5QJFJsHkgQ=mo,😁😁😁,5,0,1.0.0,2025-09-15 23:14:27,,,1.0.0,com.kompanion.glowin.android
a09c483d-c03d-4db1-92c2-d984b202e471,Murugesan S,https://play-lh.googleusercontent.com/a/ACg8ocJ6n7BWZXrE9B4tVBbL49aXYXVf2kPTSWwZ-DnmNZsK6nYm6w=mo,i Think It May Be Work,5,1,1.0.0,2025-09-15 22:54:04,,,1.0.0,com.kompanion.glowin.android
980351d0-065a-451e-9cfe-0bb2983398f1,keerthana,https://play-lh.googleusercontent.com/a/ACg8ocKcifr7jucws-mo7OMqHXGOs95Fn36Aj39Q3Fuu-hNzN979fw=mo,good,4,0,,2025-09-15 22:08:09,,,,com.kompanion.glowin.android
929946a9-a76c-4cdc-ab65-fcfa4ea9b7fc,Sahil Khan,https://play-lh.googleusercontent.com/a/ACg8ocKG0N9RrlM9NpcoOe2OzUehuGM_DPAB1IEUcxDJV8taCzilNg=mo,good app,5,1,1.0.0,2025-09-15 20:40:29,,,1.0.0,com.kompanion.glowin.android
fb69a8a3-91fc-4024-ab7d-f6770ad578c9,Jitendra Adey,https://play-lh.googleusercontent.com/a/ACg8ocLiSQ3FT_DbbKqcPytV2gZzYeNp_rscFzre_2Nc7ySvngHauA=mo,best,5,0,,2025-09-15 18:45:46,,,,com.kompanion.glowin.android
8f41339e-0909-4797-9338-6db7e9e9815f,Shakil Ali,https://play-lh.googleusercontent.com/a/ACg8ocKDGCg9XWhyg4AoMkNzT3aOaPxe-MbFwDZ4wA4viUZFZsNL=mo,nice,5,0,1.0.0,2025-09-15 16:28:11,,,1.0.0,com.kompanion.glowin.android
4f77a598-fa25-403f-afac-b83918e24a8d,suck me,https://play-lh.googleusercontent.com/a/ACg8ocKoqXyAxN2gA8Yb-fbtZQylK_ML-ZVrZdVZ9UAR0R4DtRazTw=mo,idk if its nice but haven't try it I saw it so relaxing before so pls make me comfortable in this app,5,3,1.0.0,2025-09-15 16:21:57,,,1.0.0,com.kompanion.glowin.android
87598d75-be2f-4ce2-89f1-a53e4db66d5b,Mir Iqrah,https://play-lh.googleusercontent.com/a-/ALV-UjW2QzdfEjFVk7eoyrNPbzTQoYFTSrGSEXHudCqQ9NFfGy0Y_5E,Best app for growing,5,1,1.0.0,2025-09-15 15:44:17,,,1.0.0,com.kompanion.glowin.android
55977cd3-911d-41b2-9c9b-fe196a88e373,Baraskar Shivam,https://play-lh.googleusercontent.com/a/ACg8ocLPb914ejdxHuYYSB9YbXcouMBK6FI3Qn3KtXL6rZV65EV2Aw=mo,change my life totally,4,3,1.0.0,2025-09-15 13:07:25,,,1.0.0,com.kompanion.glowin.android
0fac4ffa-078c-4d90-b050-e526e7fc28e0,Anushka Gour,https://play-lh.googleusercontent.com/a/ACg8ocLx6bXkNnes_o7eteNMYpb5Sqyx7AqtKEq8aSKive6iHZb64AM=mo,very nice app,5,1,1.0.0,2025-09-15 13:03:25,,,1.0.0,com.kompanion.glowin.android
e69c7c34-2234-4a6d-8183-90375b564669,Sonali Ambhore,https://play-lh.googleusercontent.com/a/ACg8ocKMNqqKN2eH0IMNDO2UA-elvB8ozAc00N_tyqgPw-s2iuH8eg=mo,best,5,0,1.0.0,2025-09-15 12:55:06,,,1.0.0,com.kompanion.glowin.android
cb8f3d98-4d9f-4d66-93ac-bc11c1cfc03a,Vani b k Vani b k,https://play-lh.googleusercontent.com/a/ACg8ocIeXNGkUr1vU67IoYGb0xt_Xpgeq_TkYqczr54SlwJPqH9f0g=mo,super star,5,0,1.0.0,2025-09-15 12:01:25,,,1.0.0,com.kompanion.glowin.android
adb0c4bb-e300-4a94-9609-72a81ca50b7e,Ashly Alunor,https://play-lh.googleusercontent.com/a/ACg8ocJ-5XEo_sICAF3YK5sr9XXYeO4iWQPx6n7T7eE4Ci1i4IiN2A=mo,good life,5,1,1.0.0,2025-09-15 08:51:08,,,1.0.0,com.kompanion.glowin.android
b7ffdf67-81ba-4781-b89c-7e4608672ea9,Ayush Verma,https://play-lh.googleusercontent.com/a/ACg8ocLDK7fvDGWP-COJv8FjaKrwOHOADWfiIE0_6SfMq_900zMJTw=mo,good,5,0,,2025-09-15 07:42:09,,,,com.kompanion.glowin.android
e8ca4e2a-09b0-4b8e-9c8c-9a4bd2dbc987,Marlapame Olbenario,https://play-lh.googleusercontent.com/a-/ALV-UjWyHTz-q1brzS8GJyNhayMvd8j0JWEf3noGrQlSA-qdOAXgEso,this app is good,5,1,1.0.0,2025-09-15 05:13:44,,,1.0.0,com.kompanion.glowin.android
fc39e399-f6d7-4f21-8de8-caea64dcc160,Sujal Shelte,https://play-lh.googleusercontent.com/a/ACg8ocLZNwUcUyzYFynyYxOOZ1b6h_jZePoTmgOKT0iXiEcEFidCOw=mo,very good app,5,1,1.0.0,2025-09-14 22:05:54,,,1.0.0,com.kompanion.glowin.android
a551202d-a212-4a44-b160-66a31979adb7,gajendra singh,https://play-lh.googleusercontent.com/a/ACg8ocJVqgq8SQb86qYa0U3f5nTw8heLFpN-mPxi4_XYRJtzSVPzARO2=mo,this is the best app ✨🎀🪞,5,0,,2025-09-14 21:16:49,,,,com.kompanion.glowin.android
c2a01fe3-6d97-491e-b82d-532d7b7bab8f,Veena Hegade,https://play-lh.googleusercontent.com/a/ACg8ocK_pExD5jT3mRNOuU-JDM1Dkc1cmfhiqKitr6eyUiALwAiHXw=mo,but I am saying this app is comfortable saying four me,5,3,1.0.0,2025-09-14 20:55:34,,,1.0.0,com.kompanion.glowin.android
d382294c-a0ce-4e3b-bf01-60892d92a63c,Manda Laxmi,https://play-lh.googleusercontent.com/a/ACg8ocLVV6z9qLamQFe3HDe89DxliQeWjCLB24sVwizhypCbUHs6XA=mo,nice☺️,5,1,1.0.0,2025-09-14 20:04:10,,,1.0.0,com.kompanion.glowin.android
e719d098-7329-44ce-8f4d-b0fbc3c1dbbc,Moumita tikader,https://play-lh.googleusercontent.com/a/ACg8ocKbP4bu4YClgD0CaaMmGdYo9teyzCquhr06n3wTyMc1dZk7OQ=mo,nice 👍,4,1,1.0.0,2025-09-14 19:00:45,,,1.0.0,com.kompanion.glowin.android
7329507e-369a-4b6b-9ecf-cb9026c0b33c,Alliah Yamaro,https://play-lh.googleusercontent.com/a/ACg8ocLPX-Ve-cEndgrgPfKylQSMqFxdLYlWbCL6pIo1FoaFKlvCww=mo,i love it apps,5,1,1.0.0,2025-09-14 18:50:53,,,1.0.0,com.kompanion.glowin.android
572d2233-746c-4bab-bea6-321abf569435,Ambaraya C,https://play-lh.googleusercontent.com/a-/ALV-UjVEepsFNaRzpudpgU2wUOvYDAmupE9z3xv9mWGfZ8NrIQnaG8T7,ok,5,0,1.0.0,2025-09-14 18:28:52,,,1.0.0,com.kompanion.glowin.android
9c3432f6-b7b4-413a-8025-c2fdfadc93e4,KanalaSusmitha Reddy,https://play-lh.googleusercontent.com/a/ACg8ocJbrBMPBhNfQ2nzHg3pg1R-6WcMVzffFSKkkZEsn7k0Rw1opw=mo,Nice 👍,5,0,1.0.0,2025-09-14 17:43:49,,,1.0.0,com.kompanion.glowin.android
344b9f6d-8e61-41d0-b1b6-2d23e2c1360d,jevy picot,https://play-lh.googleusercontent.com/a/ACg8ocK0lE-4HO-i_H31S87_RAnOw_kO1DDPPhHZdBRepcy9VH388w=mo,good,5,0,1.0.0,2025-09-14 17:42:02,,,1.0.0,com.kompanion.glowin.android
8e7421b9-6a77-47e3-b519-13f2ed268dfa,Sorathia Payal,https://play-lh.googleusercontent.com/a-/ALV-UjXJoujOT70gi8IhbmJqQ_eD0zQ27EruRRDrR7Iwlt1xRUjfNy6i,install to kri liyaa lekin start hone main 1 your lag raha hai bakvas app start hoto use kre naa,1,2,1.0.0,2025-09-14 16:28:19,,,1.0.0,com.kompanion.glowin.android
7fa1725b-a3ed-4adc-b52a-a6c3501e5654,Syeda Laiba,https://play-lh.googleusercontent.com/a/ACg8ocLFiwz-SPTTVT8hCZ55Q6D36A1S4tluvrfKtp6hUueIB1O3ug=mo,phele app to use krne do bhai 🤣,1,0,,2025-09-14 15:01:29,,,,com.kompanion.glowin.android
109db442-1b5f-4c89-afa7-ca6916aa6d9f,Rudrasankar mallick,https://play-lh.googleusercontent.com/a/ACg8ocKhUBoinh55WBbHZyAo9_znTLaBeHC6Qmov76SGgFGA6sWSSA=mo,useless 😡😡😡😡😡😡😡😡 app,1,0,1.0.0,2025-09-14 10:21:57,,,1.0.0,com.kompanion.glowin.android
93bb645b-080e-488e-bf0a-05d465b29ca4,Shilpa Bhatt,https://play-lh.googleusercontent.com/a/ACg8ocKcCL3dXp9MN28wPe_4Cj17dLkZm2wsbJNDXFwl-5_doy42=mo,more effective,5,0,1.0.0,2025-09-14 09:12:53,,,1.0.0,com.kompanion.glowin.android
ca1cae58-d819-476b-b7db-7b73f3ecfed8,RATHEESH K A,https://play-lh.googleusercontent.com/a-/ALV-UjUSkdO0l7zZbvpWF9vcRnGLKi-Xtu39iFLXqhKsN_akjTtROyWC,nice,5,0,,2025-09-14 08:18:12,,,,com.kompanion.glowin.android
afc680fd-a0ca-4ef4-a9cc-896f85b303e6,Shaheena Siraj,https://play-lh.googleusercontent.com/a-/ALV-UjUxDHSQ4pxdFpXpuCwACSMhamLckty0Sfh_1xqc0qBGrhy-6iEL,really Iam ready and I am very exited❤️🥰,5,3,1.0.0,2025-09-14 07:42:22,,,1.0.0,com.kompanion.glowin.android
b2f33266-5f81-471e-801f-a10e535e6c3b,Jamaica Tadena,https://play-lh.googleusercontent.com/a-/ALV-UjVsTON6AZ4g1j2KNJ_kCWIobrcVzp4WkW64e3scNWp-I6iptu09,Fantastic,4,1,1.0.0,2025-09-14 07:10:23,,,1.0.0,com.kompanion.glowin.android
08da4e0d-1424-4c09-bca6-6c8a6578bed9,Regine Laureano,https://play-lh.googleusercontent.com/a-/ALV-UjUaOu2JnIKmITpiBuo0btk6xWQOVOKOKjYG_ZP2jLQgaRAq-dN5,recommendable but internet needed!,5,8,1.0.0,2025-09-14 03:32:37,,,1.0.0,com.kompanion.glowin.android
703b0e83-a790-41b9-adc7-e21973b4d2da,Anjali Yadav,https://play-lh.googleusercontent.com/a/ACg8ocLwX9339AfPOUl4CnCUH_Nz4awqIhOZ0KdQqXlzutV8fOG7KQ=mo,nice app,5,0,1.0.0,2025-09-13 21:42:58,,,1.0.0,com.kompanion.glowin.android
b32fc637-4a96-486a-a12b-78f7903cd6b1,HERITA SOYEE,https://play-lh.googleusercontent.com/a/ACg8ocIfGaggVkCAe4zPBgFHIQg_5VqZFHgpgqQ5TcgCzpJIqLe0uw=mo,Nice,4,1,1.0.0,2025-09-13 17:44:57,,,1.0.0,com.kompanion.glowin.android
f9e853ae-7491-4481-aee1-8872012588e9,Mary rose Manatad,https://play-lh.googleusercontent.com/a/ACg8ocJj7Cs5p9l6feX0oKu_ths4YZ8Nv2PdttOlZZmZXh5gFyclTA=mo,super ganda,5,0,,2025-09-13 15:51:46,,,,com.kompanion.glowin.android
77ebaefe-59d8-41d2-afd5-fc05427d6e97,pawan Sharma,https://play-lh.googleusercontent.com/a-/ALV-UjV4-L-0CJucTtOoreltj6vkvDND6He34ycdwgZzQqmG6PEF0A,helps in making my life productive🌷✨,5,5,1.0.0,2025-09-13 14:48:06,,,1.0.0,com.kompanion.glowin.android
49f978c9-e4e4-4fb3-a6ed-744830f237ee,manpreet kaur,https://play-lh.googleusercontent.com/a/ACg8ocJXhv4cuQ0OB53xBTkMWCTYXyzfelpK1B07sRqOGZpDE87PbQ=mo,use ta kr lyi ae phla hi star devage install hi hn kti a app hale,1,1,1.0.0,2025-09-13 14:20:35,,,1.0.0,com.kompanion.glowin.android
5d272672-9603-4b69-8c04-9682499c2f77,Nidhi Kumari,https://play-lh.googleusercontent.com/a-/ALV-UjWeTYeUUpKohOf7zQ4tbxGrn_2lZK1-oVpuBAco1yGOnV21eFM,good work,5,3,1.0.0,2025-09-13 08:34:51,,,1.0.0,com.kompanion.glowin.android
513df9e1-5c30-4165-bfb7-4feb91d5c632,Vanessa Singh,https://play-lh.googleusercontent.com/a-/ALV-UjVRzsnh90hy8JMeKutGcgv2tCxAChqb9v5dUhWNRQ4FU3v0OFGl,Can’t add more devices to the app,1,0,,2026-02-18 19:21:39,,,,com.llmobile
288794f5-832b-4946-9e8f-1fc1e0978d46,Rosanne Whittle,https://play-lh.googleusercontent.com/a-/ALV-UjUO0YUJiQ-L_XTDdlp0CvMeQFt1lCs5HMNtDwHEFK_VlgBJy1s,I cannot get the app to work since you've created your latest version 🤷🏻‍♀️,1,2,2.1.1,2025-11-30 20:31:12,"Hi Rosanne, We apologize for your bad experience. Could you please update the application. The older version has some issues that we have fixed. If you still face any issues, please contact us at info@lifestylerewards.co.za.",2025-12-17 18:47:48,2.1.1,com.llmobile
96d519d3-c3ca-4173-8d6d-395d7b531289,Shaun Watson,https://play-lh.googleusercontent.com/a-/ALV-UjVqhIFN-dvE8f8uXDNgXQHV9W_cokL3ThhV37MgE0gqKa5ESBDn,"unable to select from the drop downs in registration, please fix",1,1,1.21.3,2024-10-21 11:29:28,"Hi Shaun, thank you for much for your feedback. Please note that our development team is working on a fix for the registration drop-down menus that will be available in the next app update.",2024-11-13 12:29:49,1.21.3,com.llmobile
6af6ef89-eae5-4429-9e87-f0cf452c5f3d,Chell M,https://play-lh.googleusercontent.com/a-/ALV-UjVOP3QlSF2fdjv2rbOug-vHHboLxDtZvxyrpc3CQa2mmB6yQrqa,"Cannot update profile info. When you select the drop down, it doesnt select anything or scroll down to your selection. Apparently my gender is male and I am born in 1920",1,0,1.21.2,2024-09-03 13:32:07,"Hi there, we understand your frustration with this issue and our development team is hard at work getting a fix ready for the next app update. Thank you for your feedback!",2024-11-13 12:35:49,1.21.2,com.llmobile
b2fa19aa-c6c7-4291-a993-04fe9be925e3,Candice McLachlan nee Kieck,https://play-lh.googleusercontent.com/a-/ALV-UjVxE1i0uLXu2IH7ZAUMJPO82PmYY6LCgvDZhizJ6mZhCKDkYp4ydg,Can't scroll on your drop down box so how are we supposed to select the correct province or date of birth.,1,0,,2024-06-08 14:12:41,,,,com.llmobile
e9f46772-abb8-4e9d-89e1-d8a8bdae4acd,Sifiso Nala,https://play-lh.googleusercontent.com/a-/ALV-UjWQ-rJ4t42EhDCcpzh5r-vZGsGPJobd5sAS6YPXLIdCj_Skckp9dg,Not functional. Can even insert my d.o.b. starts from year 2000. Really?,2,0,1.21.2,2024-05-09 22:30:50,,,1.21.2,com.llmobile
d4d7c328-575a-456c-be38-1f8c35a41e19,Marushka Ramlakhan,https://play-lh.googleusercontent.com/a-/ALV-UjWfc0gzEEJD3x_442D1Wju1LSbBQqRRPci2ta40yjHwXUeY4fQ,Awesome app easy to use.,5,0,1.1.0,2024-04-16 07:13:28,,,1.1.0,com.llmobile
483c420b-b14c-49ba-9c90-1623df254b50,Kabelo Marumong,https://play-lh.googleusercontent.com/a/ACg8ocLXdRekIHWGHhqY0zPQzZRzsCE6kjWsQyDNoWyZBWqklSvIPg=mo,"Your app doesnt work at all very poor, try to regiter profile doesnt work keep saying updated but not",1,2,1.1.0,2023-08-23 14:33:24,,,1.1.0,com.llmobile
023704f9-8d87-4764-a82f-89294edbc1d4,Nkanyiso Buthelezi,https://play-lh.googleusercontent.com/a-/ALV-UjWl57n88AQVlHt194YFOY0JDzkcojPgt8pm34-NhcGrMYoSLqI,Effective and efficient,5,0,1.1.0,2022-11-23 18:11:30,,,1.1.0,com.llmobile
0931659d-7ddd-46ca-8583-aa259f417606,Ahmed Kathrada,https://play-lh.googleusercontent.com/a-/ALV-UjW0U7U92JKtNk1DzFNzfwU33jnRF737Xv3P6toYPWGIF7HagH6D5g,Last update July 22,4,0,1.1.0,2022-07-05 10:43:10,,,1.1.0,com.llmobile
258f81ad-c9b3-4f21-8984-5a4b4156fd64,johnny snyman,https://play-lh.googleusercontent.com/a-/ALV-UjU7fUIGBz2DgR7zEBfzWoLhbYr8RJoTmxl9V7UbX7eopTMd9F4Gcg,Very good 👍,5,0,1.0.7,2022-06-05 18:10:09,,,1.0.7,com.llmobile
