reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app_id,app_title
60d8f511-a0a3-4ba2-adff-3635251af217,Akeelah Makanakaishe Majawala,https://play-lh.googleusercontent.com/a-/ALV-UjVAky_3v1yBIo8sf55Ta5OKLX_1JV-1B2XaUnHgjLlMCTjvvuat,I love this game soo much it's literally the best and brings back child hood memories,5,0,,2026-02-19 13:15:24,"Thank you for your kind words, Chef! We are thrilled to hear that Cooking Fever has brought back childhood memories. Join our community on Facebook and Instagram for even more fun! @CookingFeverGame",2026-02-19 14:12:53,,com.nordcurrent.canteenhd,Cooking Fever: Restaurant Game
5d63f6ff-3d30-4ec5-9ddd-378732f9c51b,Maame Afia,https://play-lh.googleusercontent.com/a-/ALV-UjXdxHlAmGno8wj0OvOn7-vKLBNZWTINHXk9gj-u7JU3HxorCAtp,"giving it a 3 because I used to play this game when I was younger, downloaded it again and it's filled with so many ads which make it unenjoyable. I think they moved to making money out of it rather than entertaining people",3,0,26.0.1,2026-02-19 11:08:48,"Thank you for your review, Chef! We're glad you're enjoying the game again. We understand your mixed feelings about the ads and are committed to improving the overall experience. Your detailed feedback would be greatly appreciated. Happy cooking! - Cooking Fever Team",2026-02-19 11:52:33,26.0.1,com.nordcurrent.canteenhd,Cooking Fever: Restaurant Game
489d708a-d161-4c76-bf8c-2b9db55027f2,Daisy Mota,https://play-lh.googleusercontent.com/a/ACg8ocKFXUpe1oEECRWvh_6g-COB0fJnDh5pW1rWvYvZkMvLpC1b6iW9=mo,impossible to do anything without gems aka $$$,1,0,26.0.1,2026-02-19 05:40:44,Thank you for your review. We understand your frustration with the use of gems. Have fun cooking and join our community on Facebook and Instagram @CookingFeverGame!,2026-02-19 06:19:40,26.0.1,com.nordcurrent.canteenhd,Cooking Fever: Restaurant Game
26caaf2e-77ed-4725-84d8-cc9510ec727f,Akash Chindaliya,https://play-lh.googleusercontent.com/a/ACg8ocJg306Ytp91ZU2zM68kkYGicDnD78eHBZiXEq5fsqFI-3vv3w=mo,omg,5,0,26.0.1,2026-02-18 22:12:11,Thank you for your review! We're glad you're enjoying Cooking Fever. Join our community on Facebook and Instagram @CookingFeverGame for more fun Chef adventures!,2026-02-18 22:47:42,26.0.1,com.nordcurrent.canteenhd,Cooking Fever: Restaurant Game
4cd19494-ec16-4486-b78c-a18eb1cae462,Mercy Oche,https://play-lh.googleusercontent.com/a-/ALV-UjW0rf1uBSbJJKe5PDGIgbiJQQg5PxBX8tQ4I6VTLdpdXjj4i68k,it's 😞,1,0,,2026-02-18 21:40:35,Thank you for taking the time to leave a review. We're sorry to hear you're not enjoying the game. We'd love to hear your suggestions at support@nordcurrent.com. Happy cooking!,2026-02-18 22:31:02,,com.nordcurrent.canteenhd,Cooking Fever: Restaurant Game
ddf52c69-aa85-45bc-9916-253b2d360c77,Besim Ibriqi,https://play-lh.googleusercontent.com/a-/ALV-UjXUnyF-Ly6OIpVn1DOs6guwYm2n1Wzt8JUiNbyxNkUMilmLCxzz,it's so fun to play and I love it,5,0,26.0.1,2026-02-18 21:03:05,"Thank you for the positive review, Chef! We're glad you're having fun playing Cooking Fever. Join our community on Facebook and Instagram for more cooking adventures! @CookingFeverGame",2026-02-18 21:56:29,26.0.1,com.nordcurrent.canteenhd,Cooking Fever: Restaurant Game
6418a6a8-450f-4240-afc1-4577b40901f5,Eleanor Buckley,https://play-lh.googleusercontent.com/a-/ALV-UjWNywAt3fnbI0MS4Th9WNDNYVdaCG7oUJoZeQlclOPvLQKsPnpc,Been stuck on the same levels in 4 different restaurants for a week now. Would be helpful if it was possible to get gems.,1,3,26.0.1,2026-02-18 20:48:10,"Thank you for your review! We apologize for the difficulty you are experiencing. Have you checked out our Facebook page for contests and giveaways? Keep cooking, Chef!",2026-02-18 21:39:00,26.0.1,com.nordcurrent.canteenhd,Cooking Fever: Restaurant Game
7fa62daf-31d1-4edc-9700-26ccf04669c6,Don Veeramani,https://play-lh.googleusercontent.com/a/ACg8ocLyeQQ2dnbBp_86BWGWSUl4NmiHMM_FsYfy_keoxECQJeEr0Wk=mo,the game was awesome but please remove the diamond for upgrade kitchen and interior designs please consider my words,5,0,26.0.1,2026-02-18 20:10:47,Thank you for your review! We're glad you're enjoying the game. We'll definitely take your suggestion into consideration. Join our chef community on Facebook and Instagram @CookingFeverGame for more fun!,2026-02-18 21:00:54,26.0.1,com.nordcurrent.canteenhd,Cooking Fever: Restaurant Game
b385c744-b1a7-4f6b-ac6f-94944a4c0c28,Maryam Ahmadi,https://play-lh.googleusercontent.com/a/ACg8ocKErdV67LnYzMdBlsrCuVhx1x86DtxcvZrJYcy3pOG_d8DLiA=mo,very good,5,0,26.0.1,2026-02-18 18:39:50,"Thank you for your review! We are glad you are enjoying Cooking Fever. Keep cooking, Chef! Follow us on Facebook and Instagram for more fun. @CookingFeverGame",2026-02-18 19:22:02,26.0.1,com.nordcurrent.canteenhd,Cooking Fever: Restaurant Game
20dd80b0-542a-44d3-bf40-d482283f2b4c,Havalyn Nesler,https://play-lh.googleusercontent.com/a-/ALV-UjUmarqS7BGQG-tDj_tiG347lT52U6sch1XP9It3GfKWXpwtUp0w6g,"Just started the game and the movement of the food is clunky. You slide the tomatoes over to put on the hamburger just to have them pop back over to the tomato bin. putting the food on the warmer sometimes works, but sometimes it just pops back over to the grill. For an actions per second game, pretty low quality.",3,0,26.0.1,2026-02-18 17:11:57,"Hello Chef, thank you for your feedback. We apologize for any clunkiness and we would love to hear more details about your experience. Our team is committed to improving the game. Happy cooking! #CookingFeverGame",2026-02-18 17:49:33,26.0.1,com.nordcurrent.canteenhd,Cooking Fever: Restaurant Game
f6798ee5-c32d-4590-b3c8-027bcc56f0ba,Jolsa Moshia,https://play-lh.googleusercontent.com/a/ACg8ocKxNcD8YBIZFX_KsrnbrSyDKozzDOqwIK-Qo-4PqmO6XnJXUg=mo,it's data mode💔,1,0,26.0.1,2026-02-18 11:41:50,Thank you for taking the time to leave a review. We apologize that the game does not meet your expectations. Have fun playing as a Chef and join our community on Facebook and Instagram at @CookingFeverGame.,2026-02-18 12:22:01,26.0.1,com.nordcurrent.canteenhd,Cooking Fever: Restaurant Game
