reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app_id,app_title
eb613b9f-4dc5-4064-be25-e7ce4637bfd1,Pelita Ariate,https://play-lh.googleusercontent.com/a/ACg8ocLtxcEn8_q81He5DsGWX20R86zx6lI5bf7oxFCqvJiZvHFzsw=mo,it's really cool,5,0,496.0.0.10.103,2026-02-19 16:11:30,,,496.0.0.10.103,com.facebook.lite,Facebook Lite
bbf1dab3-840c-4a06-9ae9-6445b07ce1c5,Md Mojaffor966,https://play-lh.googleusercontent.com/a/ACg8ocIdYEJGt_drGxfSzMAE5QyuPcgR3XHC0wtHcEqqZq8jbN5C3g=mo,good,5,0,499.0.0.9.106,2026-02-19 16:09:56,,,499.0.0.9.106,com.facebook.lite,Facebook Lite
43248855-b919-41e3-996a-93f8f0eb5ee8,Faith,https://play-lh.googleusercontent.com/a/ACg8ocKkFYomdQ7VYu5iljX2g1i8YxjpCAJzbI4BvfFIlrT20G7u_Q=mo,very convenient uses less data,5,0,497.0.0.19.104,2026-02-19 16:04:08,,,497.0.0.19.104,com.facebook.lite,Facebook Lite
b735b1d5-a8ea-4975-9a76-9f4f53c3e94a,Joseph Adam Wyngaard,https://play-lh.googleusercontent.com/a-/ALV-UjVO-mqSInvumW-pGs5h4HlRNUmrwPozdHW-K_lqTjMykrw1gUo,No complaints,4,0,497.0.0.19.104,2026-02-19 16:02:32,,,497.0.0.19.104,com.facebook.lite,Facebook Lite
236b8207-e004-4c0d-9896-ab58ea0a838e,Lawal Maifada,https://play-lh.googleusercontent.com/a/ACg8ocIqSQ1i1wYZ6fXOi9e4x-cBvTDvJJ2jb5rC0JegQVN79aZ9_Q=mo,Very good experience,5,0,,2026-02-19 16:00:15,,,,com.facebook.lite,Facebook Lite
adfa2d05-881f-4173-a2fb-2a01ea895f5e,Hleketani Chabalala,https://play-lh.googleusercontent.com/a/ACg8ocLLWEnfE2a9Br4XCRKZZ854sG8CiUdIULaBPKf0f4pUPqheyQ=mo,outstanding,5,0,499.0.0.9.106,2026-02-19 15:57:49,,,499.0.0.9.106,com.facebook.lite,Facebook Lite
2bd101ef-9f03-42a2-8c43-a118cc895c30,Castrol Mayonda,https://play-lh.googleusercontent.com/a/ACg8ocK01mjBbbgLFfcM_5getRPd3Fx0xX_jC0_IgBxDd4Y1YdvARg=mo,my account,5,0,493.0.0.8.108,2026-02-19 15:57:41,,,493.0.0.8.108,com.facebook.lite,Facebook Lite
fcdb29d1-4587-48d8-aa45-b93a9e639e50,Darliz Macono,https://play-lh.googleusercontent.com/a/ACg8ocKW7sMYBWOEHSgpeoTeKq6Yu61oUpQn6Ing9nrYZmYvzi_k8A=mo,so far so good 💯,5,0,499.0.0.9.106,2026-02-19 15:55:17,,,499.0.0.9.106,com.facebook.lite,Facebook Lite
78f305a7-71ec-45fc-9455-966f68acc497,herman keta,https://play-lh.googleusercontent.com/a/ACg8ocKjau_RIG4Twvu92C8FZR-grGLmiksyLF42ggPjI85V39CZ5w=mo,it is the best of all apps,5,0,497.0.0.19.104,2026-02-19 15:50:34,,,497.0.0.19.104,com.facebook.lite,Facebook Lite
26955d87-24ed-4b84-a840-98e2602e24db,Daniel Platon,https://play-lh.googleusercontent.com/a/ACg8ocI7arjfGtO6QniOf-DVgQriOO7spcePtIqBdQg_86Bve3aaoA=mo,Good,1,0,499.0.0.9.106,2026-02-19 15:43:51,,,499.0.0.9.106,com.facebook.lite,Facebook Lite
