reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app_id,app_title
7eec415f-0d8e-453c-8409-3f401897dbb8,Abhishek Kumar,https://play-lh.googleusercontent.com/a-/ALV-UjWEjsQraBYXu4VGgmyq05ffva05LPnolFnm2X7n_5merjRYfEo6,my good experience for our app😄😄😄,5,0,4.617.10003,2026-02-19 15:59:28,,,4.617.10003,com.ubercab,Uber - Request a ride
66cda91a-eaa5-4f02-9dc4-1684bf12a51a,Toyin Titilade,https://play-lh.googleusercontent.com/a-/ALV-UjU0OHDevw8Z9ez6HNbeYfJa3khjVqsobV8IV69IP2OQiOFA3S8ocA,"VERY FAST, EFFICIENT AND SAFE",5,0,4.616.10004,2026-02-19 15:54:12,,,4.616.10004,com.ubercab,Uber - Request a ride
9162bab5-04fc-473e-8118-95310d4f0c5b,Avi Das,https://play-lh.googleusercontent.com/a/ACg8ocK3Ig-rCc1wzYu-IYgM-eZOA0GIGPfyCDJ68dsXY9cd4nbyUA=mo,very nice,5,0,,2026-02-19 15:51:28,,,,com.ubercab,Uber - Request a ride
5dcb3048-3d64-4bde-bf61-e273d0194d9d,Joselito Escanilla,https://play-lh.googleusercontent.com/a-/ALV-UjX35fp4FAZJHXCD585uue_dlLD9N5R6CIM1tcnuP66pRiQIn-M,"I cant turn off the toggle of uber wallet, well It is turnin off but it still automatically charge the balance in my wallet and uber one credit. Im using it for personal and work, now its hard to claim the expense. 02/19/26 Toggle off for uber balance still not functioning. Uber still automatically deduct everything.",1,0,,2026-02-19 15:50:22,,,,com.ubercab,Uber - Request a ride
119682d9-8b31-4183-b977-e78f6f5faff5,Shubham Rao,https://play-lh.googleusercontent.com/a-/ALV-UjWtKhWKgxvq3dv5N3zofhhCfxZSX0HORFYYOWCM0jeZ4iFcKKY,ye app bahut bekar hai,1,0,4.618.10001,2026-02-19 15:42:21,,,4.618.10001,com.ubercab,Uber - Request a ride
4b4ea94e-2fac-406b-b1b6-9ac61732e3b8,Lonely World Clothing Co. RichLoner LLC,https://play-lh.googleusercontent.com/a/ACg8ocKun9BszB6vxMqfckHNlDbaR74tS5V7onDto686rOqxMAwE_g=mo,"It is such an easy app to use. However, I did have (2-drivers) in one night. My first driver was very cocky and rude. My other driver was nice and interactive when it came to my guest and I.",5,0,4.618.10001,2026-02-19 15:34:41,,,4.618.10001,com.ubercab,Uber - Request a ride
23742d99-dd94-4e91-93e8-ca840309e2c3,CHANDAN Technical,https://play-lh.googleusercontent.com/a-/ALV-UjUSW1AT9HK6br42GNPp7OptyrMozf-nXAJgqHMwVqdEkaEVNV2c,well done,5,0,4.618.10001,2026-02-19 15:33:15,,,4.618.10001,com.ubercab,Uber - Request a ride
63504869-3619-40f9-b5e8-c3f53cc368af,Geet Kalani,https://play-lh.googleusercontent.com/a-/ALV-UjXmNQhoq5LC5syZ9uc1gYpeMEZg4sakWfYNjD_okdRDmYbE77-3,good,5,0,4.617.10003,2026-02-19 15:32:31,,,4.617.10003,com.ubercab,Uber - Request a ride
fa682331-33be-4de0-9c20-3df700efc6bb,Tristen Beh,https://play-lh.googleusercontent.com/a-/ALV-UjXXAd0utUoX7Y09ONpBEQeq-gTf6Y9AiCdovUHFwIbWrMPJbFQc,Need to Treat Driver and Passenger More Benefit ...more saving passenger and more earning for driver,4,0,4.618.10001,2026-02-19 15:32:21,,,4.618.10001,com.ubercab,Uber - Request a ride
e4166c03-594a-44a7-96ef-09b94aa5e5b1,Ekansh Goyal,https://play-lh.googleusercontent.com/a-/ALV-UjX5cRFIfv3lairPiVUOchrFLgzyzkSFgYV_lm0oamPFOh709Avg,"Sometime the rider takes the money through their own qr and and also upload on app for the payment, so you have to pay twice for same ride.",1,0,4.617.10003,2026-02-19 15:32:07,,,4.617.10003,com.ubercab,Uber - Request a ride
